Chondrocyte.articular	B.cell.naive	B.cell.memory	Monocyte.CD14	NK.cell.CD56	Endothelial.large.blood.vessel	Endothelial.microvascular.mammary.or.endometrial	Endothelial.microvascular.non.reproductive	Epithelial.cell.mammary	Epithelial.renal.cortical	Epithelial.respiratory	Fibroblast.cardiac.ventricle	Fibroblast.of.arm	Fibroblast.of.lung	Fibroblast.of.the.aortic.adventitia	Fibroblast.or.papilla.dermal.cell	Hair.follicular.keratinocyte	Macrophage	Mature.neutrophil	Melanocyte.of.skin	Myometrial.cell	Osteoblast	MSC.like.pluripotent.cell	Myocyte.regular.cardiac	Smooth.muscle.cell.aortic	Smooth.muscle.cell.bronchial	Smooth.muscle.cell.of.bladder	Smooth.muscle.cell.coronary.artery	Smooth.muscle.cell.pulmonary.artery	Smooth.muscle.cell.of.trachea	Smooth.muscle.cell.uterine	T.Cell.CD4	T.cell.CD4.memory	T.cell.CD8.memory
mix_1	0	0	0	NA	0	0	0	0	0	0	0	0	NA	0	NA	NA	NA	0	NA	0	0	0	0	0	0	NA	0	0	0	0	0	NA	NA	0
mix_2	0	0	0	NA	0	0	0	0	0	0	0	0	NA	0	NA	NA	NA	0	NA	0	0	0	0	0	0	NA	0	0	0	0	0	NA	0	0
mix_3	0	0	0	NA	0	0	0	0	0	0	0	0	NA	0	NA	0	NA	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	NA	NA
mix_4	0	0	0	NA	0	0	0	0	0	0	0	0	NA	0	NA	0	NA	0	NA	0	0	0	0	0	0	NA	0	0	0	0	0	NA	NA	0
mix_5	0	0	0	NA	0	0	0	0	0	0	0	0	NA	0	NA	0	NA	0	NA	0	0	0	0	0	0	NA	0	0	0	0	0	NA	NA	NA
mix_6	0	0	0	NA	0	0	0	0	0	0	0	0	NA	0	NA	0	NA	0	NA	0	0	0	0	0	0	NA	0	0	0	0	0	NA	NA	0
mix_7	0	0	0	NA	0	0	0	0	0	0	0	0	NA	0	NA	0	NA	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	NA	0
mix_8	0	0	0	NA	0	0	0	0	0	0	0	0	NA	0	NA	0	NA	0	NA	0	0	0	0	0	0	NA	0	0	0	0	0	NA	NA	0
mix_9	0	0	0	NA	0	0	0	0	0	0	0	0	NA	0	NA	0	NA	0	NA	0	0	0	0	0	0	NA	0	0	0	0	0	NA	NA	0
mix_10	0	0	0	NA	0	0	0	0	0	0	0	0	NA	0	NA	0	NA	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	NA	0
mix_11	0	0	0	NA	0	0	0	0	0	0	0	0	NA	0	NA	NA	NA	0	NA	0	0	0	0	0	0	NA	0	0	0	0	0	NA	0	0
mix_12	0	0	0	NA	0	0	0	0	0	0	0	0	NA	0	NA	NA	NA	0	NA	0	0	0	0	0	0	NA	0	0	0	0	0	NA	NA	0
mix_13	0	0	0	NA	0	0	0	0	0	0	0	0	NA	0	NA	0	NA	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	NA	0
mix_14	0	0	0	NA	0	0	0	0	0	0	0	0	NA	0	NA	0	NA	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	NA	0
mix_15	0	0	0	0	NA	0	0	0	0	0	0	0	NA	0	NA	0	NA	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	NA	NA
