B_cells	Blood_CD34._cells	Dendritic_cells	Eosinophils	Fibroblasts	Keratinocytes	Lymphatic_endothelial_cells	Macrophages	Monocytes	NK_cells	Neutrophils	Plasma_cells_CD138.	Platelets	Reticulocytes	Subcutaneous_Adipose	T_cells_CD3.	T_cells_CD4.	T_cells_CD8.	T_cells_Gamma_Delta	T_cells_Regulatory	Vascular_Endothelial_Cells
Mix_1	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA
Mix_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
Mix_3	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	NA
Mix_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
Mix_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
Mix_6	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA
Mix_7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
Mix_8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
Mix_9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
Mix_10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
Mix_11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
Mix_12	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA
Mix_13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
Mix_14	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	NA
Mix_15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
Mix_16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
Mix_17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
Mix_18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	NA
Mix_19	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA
Mix_20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
Mix_21	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA
Mix_22	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA
Mix_23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
Mix_24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	NA
Mix_25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
Mix_26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
Mix_27	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA
Mix_28	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA
Mix_29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
Mix_30	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	NA
Mix_31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
Mix_32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
Mix_33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
Mix_34	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA
Mix_35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
Mix_36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
Mix_37	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	NA
Mix_38	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA
Mix_39	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA
Mix_40	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	NA
Mix_41	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	NA
Mix_42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
Mix_43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
