naive_B_cell	memory_B_cell	CD4_positive_alpha_beta_T_cell	CD8_positive_alpha_beta_T_cell	macrophage_m0	macrophage_m1	macrophage_m2	MAST_cell
mix_1	NA	0	0	NA	0	0	0	0
mix_2	NA	0	0	0	0	0	0	0
mix_3	NA	0	0	0	0	0	0	0
mix_4	NA	0	0	NA	0	0	0	0
mix_5	NA	0	0	NA	0	0	0	0
mix_6	NA	0	0	NA	0	0	0	0
mix_7	NA	0	0	0	0	0	0	0
mix_8	NA	0	0	NA	0	0	0	0
mix_9	NA	0	0	NA	0	0	0	0
mix_10	NA	0	0	0	0	0	0	0
mix_11	NA	0	0	NA	0	0	0	0
mix_12	NA	0	0	NA	0	0	0	0
mix_13	NA	0	0	NA	0	0	0	0
mix_14	NA	0	0	NA	0	0	0	0
mix_15	NA	0	0	NA	0	0	0	0
mix_16	NA	0	0	0	0	0	0	0
mix_17	NA	0	0	0	0	0	0	0
mix_18	NA	0	0	0	0	0	0	0
mix_19	NA	0	0	0	0	0	0	0
mix_20	NA	0	0	NA	0	0	0	0
mix_21	NA	0	0	0	0	0	0	0
mix_22	NA	0	0	NA	0	0	0	0
mix_23	NA	0	0	NA	0	0	0	0
mix_24	NA	0	0	NA	0	0	0	0
mix_25	NA	0	0	NA	0	0	0	0
mix_26	NA	0	0	0	0	0	0	0
mix_27	NA	0	0	NA	0	0	0	0
mix_28	NA	0	0	NA	0	0	0	0
mix_29	NA	0	0	NA	0	0	0	0
mix_30	NA	0	0	NA	0	0	0	0
mix_31	NA	0	0	NA	0	0	0	0
mix_32	NA	0	0	NA	0	0	0	0
mix_33	NA	0	0	NA	0	0	0	0
mix_34	NA	0	0	0	0	0	0	0
mix_35	NA	0	0	NA	0	0	0	0
mix_36	NA	0	0	NA	0	0	0	0
mix_37	NA	0	0	0	0	0	0	0
mix_38	NA	0	0	0	0	0	0	0
mix_39	NA	0	0	NA	0	0	0	0
mix_40	NA	0	0	NA	0	0	0	0
mix_41	NA	0	0	0	0	0	0	0
mix_42	NA	0	0	NA	0	0	0	0
mix_43	NA	0	0	0	0	0	0	0
mix_44	NA	0	0	NA	0	0	0	0
mix_45	NA	0	0	NA	0	0	0	0
mix_46	NA	0	0	0	0	0	0	0
mix_47	NA	0	0	0	0	0	0	0
mix_48	NA	0	0	NA	0	0	0	0
mix_49	NA	0	0	NA	0	0	0	0
mix_50	NA	0	0	NA	0	0	0	0
mix_51	NA	0	0	0	0	0	0	0
mix_52	NA	0	0	0	0	0	0	0
mix_53	NA	0	0	0	0	0	0	0
mix_54	NA	0	0	NA	0	0	0	0
mix_55	NA	0	0	0	0	0	0	0
mix_56	NA	0	0	NA	0	0	0	0
mix_57	NA	0	0	NA	0	0	0	0
mix_58	NA	0	0	NA	0	0	0	0
mix_59	NA	0	0	0	0	0	0	0
mix_60	NA	0	0	NA	0	0	0	0
mix_61	NA	0	0	NA	0	0	0	0
mix_62	NA	0	0	0	0	0	0	0
mix_63	NA	0	0	NA	0	0	0	0
mix_64	NA	0	0	0	0	0	0	0
mix_65	NA	0	0	0	0	0	0	0
mix_66	NA	0	0	0	0	0	0	0
mix_67	NA	0	0	NA	0	0	0	0
mix_68	NA	0	0	0	0	0	0	0
mix_69	NA	0	0	NA	0	0	0	0
mix_70	NA	0	0	0	0	0	0	0
mix_71	NA	0	0	0	0	0	0	0
mix_72	NA	0	0	0	0	0	0	0
mix_73	NA	0	0	0	0	0	0	0
mix_74	NA	0	0	NA	0	0	0	0
mix_75	NA	0	0	0	0	0	0	0
mix_76	NA	0	0	NA	0	0	0	0
mix_77	NA	0	0	NA	0	0	0	0
mix_78	NA	0	0	0	0	0	0	0
mix_79	NA	0	0	0	0	0	0	0
mix_80	NA	0	0	0	0	0	0	0
mix_81	NA	0	0	0	0	0	0	0
mix_82	NA	0	0	0	0	0	0	0
mix_83	NA	0	0	0	0	0	0	0
mix_84	NA	0	0	NA	0	0	0	0
mix_85	NA	0	0	0	0	0	0	0
mix_86	NA	0	0	NA	0	0	0	0
mix_87	NA	0	0	NA	0	0	0	0
mix_88	NA	0	0	NA	0	0	0	0
mix_89	NA	0	0	0	0	0	0	0
mix_90	NA	0	0	NA	0	0	0	0
mix_91	NA	0	0	NA	0	0	0	0
mix_92	NA	0	0	NA	0	0	0	0
mix_93	NA	0	0	0	0	0	0	0
mix_94	NA	0	0	NA	0	0	0	0
mix_95	NA	0	0	NA	0	0	0	0
mix_96	NA	0	0	NA	0	0	0	0
mix_97	NA	0	0	NA	0	0	0	0
mix_98	NA	0	0	NA	0	0	0	0
mix_99	NA	0	0	0	0	0	0	0
mix_100	NA	0	0	NA	0	0	0	0
