B_cells	Blood_CD34._cells	Dendritic_cells	Eosinophils	Fibroblasts	Keratinocytes	Lymphatic_endothelial_cells	Macrophages	Monocytes	NK_cells	Neutrophils	Plasma_cells_CD138.	Platelets	Reticulocytes	Subcutaneous_Adipose	T_cells_CD3.	T_cells_CD4.	T_cells_CD8.	T_cells_Gamma_Delta	T_cells_Regulatory	Vascular_Endothelial_Cells
mix_1	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
mix_2	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
mix_3	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	NA	0	0	0	0	0
mix_4	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
mix_5	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
mix_6	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
mix_7	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
mix_8	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
mix_9	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
mix_10	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
mix_11	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
mix_12	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
mix_13	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
mix_14	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
mix_15	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
mix_16	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
mix_17	0.999647183351373	3.39263065103154e-283	1.33093893630657e-140	5.03694291272435e-147	1.3748752194953e-309	1.71974992311947e-305	2.95619734010531e-143	7.19105600578335e-293	1.72596668288096e-175	1.70002897077906e-257	2.18186687336379e-177	6.703807091018e-230	9.47888054261647e-306	7.7985542633773e-208	1.68365418542844e-312	0.000352816648627283	2.09402936379514e-103	3.26000363256448e-164	3.07221680706431e-235	8.65062448426951e-248	1.08849596879743e-284
mix_18	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
mix_19	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
mix_20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0
mix_21	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
mix_22	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
mix_23	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
mix_24	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
mix_25	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
mix_26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0
mix_27	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
mix_28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0
mix_29	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
mix_30	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
mix_31	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
mix_32	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
mix_33	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
mix_34	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
mix_35	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
mix_36	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
mix_37	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
mix_38	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	NA	0	0	0	0	0
mix_39	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
mix_40	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
mix_41	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
mix_42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0
mix_43	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
mix_44	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
mix_45	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
mix_46	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
mix_47	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
mix_48	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
mix_49	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
mix_50	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	NA	0	0	0	0	0
mix_51	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
mix_52	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
mix_53	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
mix_54	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	NA	0	0	0	0	0
mix_55	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
mix_56	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
mix_57	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
mix_58	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
mix_59	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
mix_60	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
mix_61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0
mix_62	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	NA	0	0	0	0	0
mix_63	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
mix_64	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
mix_65	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
mix_66	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
mix_67	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
mix_68	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
mix_69	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
mix_70	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
mix_71	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
mix_72	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
mix_73	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
mix_74	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
mix_75	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
mix_76	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
mix_77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0
mix_78	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
mix_79	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
mix_80	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
mix_81	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	NA	0	0	0	0	0
mix_82	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
mix_83	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
mix_84	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
mix_85	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
mix_86	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	NA	0	0	0	0	0
mix_87	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
mix_88	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
mix_89	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	NA	0	0	0	0	0
mix_90	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
mix_91	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
mix_92	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
mix_93	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
mix_94	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
mix_95	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
mix_96	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
mix_97	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
mix_98	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
mix_99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0
mix_100	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0
