naive_B_cell	memory_B_cell	CD14_positive_monocyte	CD16_positive_monocyte	CD56dim_natural_killer_cell	CD56bright_natural_killer_cell	neutrophil	CD4_positive_alpha_beta_T_cell	CD8_positive_alpha_beta_T_cell
Mix_1	NA	0	0	0	0	0	0	0	0
Mix_2	NA	0	0	0	0	0	0	0	0
Mix_3	NA	0	0	0	0	0	0	0	0
Mix_4	NA	0	0	0	0	0	0	0	0
Mix_5	NA	0	0	0	0	0	0	0	0
Mix_6	NA	0	0	0	0	0	0	0	0
Mix_7	NA	0	0	0	0	0	0	0	0
Mix_8	NA	0	0	0	0	0	0	0	0
Mix_9	NA	0	0	0	0	0	0	0	0
Mix_10	NA	0	0	0	0	0	0	0	0
Mix_11	NA	0	0	0	0	0	0	0	0
Mix_12	NA	0	0	0	0	0	0	0	0
Mix_13	NA	0	0	0	0	0	0	0	0
Mix_14	NA	0	0	0	0	0	0	0	0
Mix_15	NA	0	0	0	0	0	0	0	0
Mix_16	NA	0	0	0	0	0	0	0	0
Mix_17	NA	0	0	0	0	0	0	0	0
Mix_18	NA	0	0	0	0	0	0	0	0
Mix_19	NA	0	0	0	0	0	0	0	0
Mix_20	NA	0	0	0	0	0	0	0	0
Mix_21	NA	0	0	0	0	0	0	0	0
Mix_22	NA	0	0	0	0	0	0	0	0
Mix_23	NA	0	0	0	0	0	0	0	0
Mix_24	NA	0	0	0	0	0	0	0	0
Mix_25	NA	0	0	0	0	0	0	0	0
Mix_26	NA	0	0	0	0	0	0	0	0
Mix_27	NA	0	0	0	0	0	0	0	0
Mix_28	NA	0	0	0	0	0	0	0	0
Mix_29	NA	0	0	0	0	0	0	0	0
Mix_30	NA	0	0	0	0	0	0	0	0
Mix_31	NA	0	0	0	0	0	0	0	0
Mix_32	NA	0	0	0	0	0	0	0	0
Mix_33	NA	0	0	0	0	0	0	0	0
Mix_34	NA	0	0	0	0	0	0	0	0
Mix_35	NA	0	0	0	0	0	0	0	0
Mix_36	NA	0	0	0	0	0	0	0	0
Mix_37	NA	0	0	0	0	0	0	0	0
Mix_38	NA	0	0	0	0	0	0	0	0
Mix_39	NA	0	0	0	0	0	0	0	0
Mix_40	NA	0	0	0	0	0	0	0	0
Mix_41	NA	0	0	0	0	0	0	0	0
Mix_42	NA	0	0	0	0	0	0	0	0
Mix_43	NA	0	0	0	0	0	0	0	0
Mix_44	NA	0	0	0	0	0	0	0	0
Mix_45	NA	0	0	0	0	0	0	0	0
Mix_46	NA	0	0	0	0	0	0	0	0
Mix_47	NA	0	0	0	0	0	0	0	0
Mix_48	NA	0	0	0	0	0	0	0	0
Mix_49	NA	0	0	0	0	0	0	0	0
Mix_50	NA	0	0	0	0	0	0	0	0
Mix_51	NA	0	0	0	0	0	0	0	0
Mix_52	NA	0	0	0	0	0	0	0	0
Mix_53	NA	0	0	0	0	0	0	0	0
Mix_54	NA	0	0	0	0	0	0	0	0
Mix_55	NA	0	0	0	0	0	0	0	0
Mix_56	NA	0	0	0	0	0	0	0	0
Mix_57	NA	0	0	0	0	0	0	0	0
Mix_58	NA	0	0	0	0	0	0	0	0
Mix_59	NA	0	0	0	0	0	0	0	0
Mix_60	NA	0	0	0	0	0	0	0	0
Mix_61	NA	0	0	0	0	0	0	0	0
Mix_62	NA	0	0	0	0	0	0	0	0
Mix_63	NA	0	0	0	0	0	0	0	0
Mix_64	NA	0	0	0	0	0	0	0	0
Mix_65	NA	0	0	0	0	0	0	0	0
Mix_66	NA	0	0	0	0	0	0	0	0
Mix_67	NA	0	0	0	0	0	0	0	0
Mix_68	NA	0	0	0	0	0	0	0	0
Mix_69	NA	0	0	0	0	0	0	0	0
Mix_70	NA	0	0	0	0	0	0	0	0
Mix_71	NA	0	0	0	0	0	0	0	0
Mix_72	NA	0	0	0	0	0	0	0	0
Mix_73	NA	0	0	0	0	0	0	0	0
Mix_74	NA	0	0	0	0	0	0	0	0
Mix_75	NA	0	0	0	0	0	0	0	0
Mix_76	NA	0	0	0	0	0	0	0	0
Mix_77	NA	0	0	0	0	0	0	0	0
Mix_78	NA	0	0	0	0	0	0	0	0
Mix_79	NA	0	0	0	0	0	0	0	0
Mix_80	NA	0	0	0	0	0	0	0	0
Mix_81	NA	0	0	0	0	0	0	0	0
Mix_82	NA	0	0	0	0	0	0	0	0
Mix_83	NA	0	0	0	0	0	0	0	0
Mix_84	NA	0	0	0	0	0	0	0	0
Mix_85	NA	0	0	0	0	0	0	0	0
Mix_86	NA	0	0	0	0	0	0	0	0
Mix_87	NA	0	0	0	0	0	0	0	0
Mix_88	NA	0	0	0	0	0	0	0	0
Mix_89	NA	0	0	0	0	0	0	0	0
Mix_90	NA	0	0	0	0	0	0	0	0
Mix_91	NA	0	0	0	0	0	0	0	0
Mix_92	NA	0	0	0	0	0	0	0	0
Mix_93	NA	0	0	0	0	0	0	0	0
Mix_94	NA	0	0	0	0	0	0	0	0
Mix_95	NA	0	0	0	0	0	0	0	0
Mix_96	NA	0	0	0	0	0	0	0	0
Mix_97	NA	0	0	0	0	0	0	0	0
Mix_98	NA	0	0	0	0	0	0	0	0
Mix_99	NA	0	0	0	0	0	0	0	0
Mix_100	NA	0	0	0	0	0	0	0	0
