naive_B_cell	memory_B_cell	CD14_positive_monocyte	CD16_positive_monocyte	CD56dim_natural_killer_cell	CD56bright_natural_killer_cell	neutrophil	CD4_positive_alpha_beta_T_cell	CD8_positive_alpha_beta_T_cell
average.A	2.09996454643844	0.891362698226411	3.21370604607477	4.63390602951661	0.668977007448569	0.856619273364852	1.01560088236445	0.800412654355191	0.981248475941014
average.B	3.05335128136801	1.7918871503394	3.35516672918755	4.57873546995687	1.1919926890292	0.92786725476649	1.40344710131792	0.920668949467797	1.1565424742244
average.C	1.10802048870207	0.915022532375359	0	0.3798875881094	1.87053497761263	1.25627336295686	0	2.4855679108932	3.19587209531899
average.D	1.7156788108912	1.33523867354866	0	0.261188686536838	1.91159197487811	1.31795833188581	0	2.45888380257457	3.23012201788822
average.E	0.146005429081003	0.29145609125718	0.474712137445553	1.99146611007295	2.60304151353265	1.88436356017515	0	1.84790818991141	3.87352488450087
average.F	1.08635678782503	1.21938109835603	1.90492189893537	4.00211993589598	3.97235305298646	2.57900354992386	0.874068179747759	0.375052606352897	0.998359258014504
average.G	1.09275619342461	0.150816429877213	4.67196643900735	5.36250554577084	0	0	5.91339663117172	0	0
average.H	0.307522552529026	0.409887166208784	6.89290547070403	8.78375437152986	0.506979486158512	0	1.83264254088805	0.0371737170323929	0
average.I	0.506707932072006	0.349068263786756	7.30536416238473	9.34615264618622	0.696813355728008	0	2.06580407194397	0.152379585881092	0
average.J	3.70337520286077	3.23834640847327	0	0	2.51959039249794	0.758163821094364	0	3.17285238236301	2.42056955008329
average.K	3.00450629528149	2.71650159010568	0	0	4.50185710365069	2.18147868760942	0	2.42462319730735	5.36657012829683
average.L	0	0.618622373556824	0	0	1.92183758874836	0.563958133712055	0	3.11291855488351	2.44414778545309
stdev.A	0.0012355894501598	0.000400176261760172	0.000811414351185387	0.00109712852681386	0.000896298848157557	0.000193724571910592	0.000946523534931949	0.000411500038088722	0.00071365586480034
stdev.B	0.00092236144274176	0.000291301990504698	0.000517533158151431	0.00122121283708347	0.000701267518144963	0.000330759814394395	6.94965069161978e-05	0.00035011782671669	0.00119126593933763
stdev.C	0.00186483383015709	0.00119348968427476	0	0.00116593520413269	0.00165831346876548	0.000446647083707109	0	0.000767107341811671	0.00134775703026177
stdev.D	0.00124605525619649	0.000577891156021961	0	0.0018073977626659	0.000513753954896458	0.000139376313455834	0	0.0003861451140067	0.000337460509355674
stdev.E	0.00306340893667778	0.00112526061500226	0.000667191113496273	0.00173858275804446	0.00120999276074755	0.000208692159394541	0	0.000308620891843609	0.000805181852365547
stdev.F	0.00171418591073047	0.000732731146368823	0.000398947800833965	0.000337142931335742	0.000244619533995328	0.000215976542080475	0.000454539131979453	0.00026939223447181	0.000398011827794605
stdev.G	0.000534096847822135	0.000498776478019656	0.000203334335471493	0.00077286378342054	0	0	0.000510606297626866	0	0
stdev.H	0.000219665163582085	0.000336749907355619	0.000672770706596571	0.00162962698775267	0.000754817654352794	0	0.000620311226671235	0.000396055811982298	0
stdev.I	0.00235768039996841	0.000405178308107824	0.00125050788026485	0.00239120722585283	0.000354801904415761	0	0.00075217325888949	0.000369527958040272	0
stdev.J	0.00124607196413205	0.000708571081694856	0	0	0.000506642383972403	0.000292184209001319	0	0.000450182893335649	0.00054811198919773
stdev.K	0.00137943780042806	0.000677705094793135	0	0	0.000876067108582204	0.000423485416580963	0	0.000575666813250279	0.00116126354970726
stdev.L	0	0.000453773883778417	0	0	0.00012329841280886	0.000185967800012509	0	0.000332402352785953	0.000257290548127519
