Tool	Reference	SampleName	CellType	Prediction	Answer	Error	SqError
AbsCIBERSORT	EPIC-TIC	mix_1	B Cells	0.0	0.004844961	0.004844961	2.34736470915e-05
AbsCIBERSORT	EPIC-TIC	mix_1	CD4 T Cells	0.167557542078	0.001937984	0.165619558078	0.027429838018
AbsCIBERSORT	EPIC-TIC	mix_1	CD8 T Cells	0.533222548149	0.540697674	0.007475125851	5.58775064883e-05
AbsCIBERSORT	EPIC-TIC	mix_1	Endothelial	0.11923333738	0.179263566	0.06003022862	0.00360362834817
AbsCIBERSORT	EPIC-TIC	mix_1	Fibroblasts	0.0761683979863	0.15503876	0.0788703620137	0.00622053400417
AbsCIBERSORT	EPIC-TIC	mix_1	Macrophages	0.103131350523	0.066860465	0.036270885523	0.00131557713662
AbsCIBERSORT	EPIC-TIC	mix_1	Mast Cell	0.0	0.051356589	0.051356589	0.00263749923371
AbsCIBERSORT	EPIC-TIC	mix_2	B Cells	0.0	0.112068966	0.112068966	0.0125594531403
AbsCIBERSORT	EPIC-TIC	mix_2	CD4 T Cells	0.194589503742	0.020114943	0.174474560742	0.0304413723461
AbsCIBERSORT	EPIC-TIC	mix_2	CD8 T Cells	0.406991947715	0.360632184	0.046359763715	0.00214922769171
AbsCIBERSORT	EPIC-TIC	mix_2	Endothelial	0.244117560925	0.271551724	0.027434163075	0.000752633303626
AbsCIBERSORT	EPIC-TIC	mix_2	Fibroblasts	0.0925848167237	0.132183908	0.0395990912763	0.00156808802991
AbsCIBERSORT	EPIC-TIC	mix_2	Macrophages	0.0610293470124	0.002873563	0.0581557840124	0.0033820952141
AbsCIBERSORT	EPIC-TIC	mix_2	Mast Cell	0.0	0.100574713	0.100574713	0.010115272895
AbsCIBERSORT	EPIC-TIC	mix_3	B Cells	0.0	0.049638056	0.049638056	0.00246393660346
AbsCIBERSORT	EPIC-TIC	mix_3	CD4 T Cells	0.196382259532	0.114788004	0.081594255532	0.00665762253582
AbsCIBERSORT	EPIC-TIC	mix_3	CD8 T Cells	0.222473432376	0.140641158	0.081832274376	0.00669652112955
AbsCIBERSORT	EPIC-TIC	mix_3	Endothelial	0.172574066694	0.152016546	0.020557520694	0.000422611657084
AbsCIBERSORT	EPIC-TIC	mix_3	Fibroblasts	0.303274581574	0.396070321	0.092795739426	0.00861104925562
AbsCIBERSORT	EPIC-TIC	mix_3	Macrophages	0.104608835941	0.07549121	0.029117625941	0.00084783614044
AbsCIBERSORT	EPIC-TIC	mix_3	Mast Cell	0.0	0.071354705	0.071354705	0.00509149392564
AbsCIBERSORT	EPIC-TIC	mix_4	B Cells	0.0	0.071108264	0.071108264	0.00505638520909
AbsCIBERSORT	EPIC-TIC	mix_4	CD4 T Cells	0.314154220837	0.319026265	0.004872044163	2.37368143262e-05
AbsCIBERSORT	EPIC-TIC	mix_4	CD8 T Cells	0.463102339209	0.30941704	0.153685299209	0.023619171193
AbsCIBERSORT	EPIC-TIC	mix_4	Endothelial	0.00598863624901	0.024983985	0.018995348751	0.000360823274172
AbsCIBERSORT	EPIC-TIC	mix_4	Fibroblasts	0.133521205701	0.228058937	0.094537731299	0.00893738263916
AbsCIBERSORT	EPIC-TIC	mix_4	Macrophages	0.0822959098725	0.003203075	0.0790928348725	0.00625567652817
AbsCIBERSORT	EPIC-TIC	mix_4	Mast Cell	0.0	0.044202434	0.044202434	0.00195385517152
AbsCIBERSORT	EPIC-TIC	mix_5	B Cells	0.0	0.078316774	0.078316774	0.00613351708977
AbsCIBERSORT	EPIC-TIC	mix_5	CD4 T Cells	0.234054836917	0.150204559	0.083850277917	0.00703086910676
AbsCIBERSORT	EPIC-TIC	mix_5	CD8 T Cells	0.407558144333	0.330216248	0.077341896333	0.00598176892838
AbsCIBERSORT	EPIC-TIC	mix_5	Endothelial	0.015721916807	0.015780245	5.8328193e-05	3.40217809864e-09
AbsCIBERSORT	EPIC-TIC	mix_5	Fibroblasts	0.255913262871	0.351256575	0.095343312129	0.00909034716773
AbsCIBERSORT	EPIC-TIC	mix_5	Macrophages	0.0858141509405	0.022793688	0.0630204629405	0.00397157874923
AbsCIBERSORT	EPIC-TIC	mix_5	Mast Cell	0.0	0.051431911	0.051431911	0.00264524146911
AbsCIBERSORT	EPIC-TIC	mix_6	B Cells	0.0	0.077770974	0.077770974	0.00604832439691
AbsCIBERSORT	EPIC-TIC	mix_6	CD4 T Cells	0.295334650175	0.232700551	0.062634099175	0.00392303037946
AbsCIBERSORT	EPIC-TIC	mix_6	CD8 T Cells	0.465104622451	0.371096142	0.094008480451	0.00883759439671
AbsCIBERSORT	EPIC-TIC	mix_6	Endothelial	0.0214723172832	0.063686467	0.0422141497168	0.00178203443631
AbsCIBERSORT	EPIC-TIC	mix_6	Fibroblasts	0.140288266344	0.24004899	0.099760723656	0.00995220198437
AbsCIBERSORT	EPIC-TIC	mix_6	Macrophages	0.0768624556144	0.00061237	0.0762500856144	0.0058140755562
AbsCIBERSORT	EPIC-TIC	mix_6	Mast Cell	0.0	0.014084507	0.014084507	0.000198373337433
AbsCIBERSORT	EPIC-TIC	mix_7	B Cells	0.0	0.074492099	0.074492099	0.00554907281343
AbsCIBERSORT	EPIC-TIC	mix_7	CD4 T Cells	0.21707421227	0.110609481	0.10646473127	0.0113347390044
AbsCIBERSORT	EPIC-TIC	mix_7	CD8 T Cells	0.335576275441	0.267118134	0.068458141441	0.00468651712956
AbsCIBERSORT	EPIC-TIC	mix_7	Endothelial	0.0693386247998	0.053423627	0.0159149977998	0.000253287154968
AbsCIBERSORT	EPIC-TIC	mix_7	Fibroblasts	0.297562837785	0.387509406	0.089946568215	0.00809038513366
AbsCIBERSORT	EPIC-TIC	mix_7	Macrophages	0.0797612258208	0.0248307	0.0549305258208	0.00301736266695
AbsCIBERSORT	EPIC-TIC	mix_7	Mast Cell	0.0	0.082016554	0.082016554	0.00672671513003
AbsCIBERSORT	EPIC-TIC	mix_8	B Cells	0.0	0.033302498	0.033302498	0.00110905637304
AbsCIBERSORT	EPIC-TIC	mix_8	CD4 T Cells	0.15871656211	0.037002775	0.12171378711	0.0148142459727
AbsCIBERSORT	EPIC-TIC	mix_8	CD8 T Cells	0.382885616554	0.351526364	0.031359252554	0.000983402720746
AbsCIBERSORT	EPIC-TIC	mix_8	Endothelial	0.157626400132	0.183163737	0.025537336868	0.00065215557431
AbsCIBERSORT	EPIC-TIC	mix_8	Fibroblasts	0.220716597841	0.306197965	0.085481367159	0.00730706413137
AbsCIBERSORT	EPIC-TIC	mix_8	Macrophages	0.0793679994807	0.010175763	0.0691922364807	0.0047875655892
AbsCIBERSORT	EPIC-TIC	mix_8	Mast Cell	0.0	0.078630897	0.078630897	0.00618281796302
AbsCIBERSORT	EPIC-TIC	mix_9	B Cells	0.0	0.074604371	0.074604371	0.00556581217231
AbsCIBERSORT	EPIC-TIC	mix_9	CD4 T Cells	0.292583374381	0.286360211	0.006223163381	3.87277624666e-05
AbsCIBERSORT	EPIC-TIC	mix_9	CD8 T Cells	0.548485900074	0.418990203	0.129495697074	0.0167691355607
AbsCIBERSORT	EPIC-TIC	mix_9	Endothelial	0.00686030211237	0.040693293	0.0338329908876	0.0011446712724
AbsCIBERSORT	EPIC-TIC	mix_9	Fibroblasts	0.0690361073139	0.161266014	0.0922299066861	0.00850635568733
AbsCIBERSORT	EPIC-TIC	mix_9	Macrophages	0.0820966279875	0.011303693	0.0707929349875	0.00501163964414
AbsCIBERSORT	EPIC-TIC	mix_9	Mast Cell	0.0	0.006782216	0.006782216	4.59984538707e-05
AbsCIBERSORT	EPIC-TIC	mix_10	B Cells	0.0	0.09432454	0.09432454	0.00889711884621
AbsCIBERSORT	EPIC-TIC	mix_10	CD4 T Cells	0.399438160753	0.376498801	0.022939359753	0.000526214225878
AbsCIBERSORT	EPIC-TIC	mix_10	CD8 T Cells	0.290551480519	0.111910472	0.178641008519	0.0319126099247
AbsCIBERSORT	EPIC-TIC	mix_10	Endothelial	0.0751121859356	0.095123901	0.0200117150644	0.000400468739819
AbsCIBERSORT	EPIC-TIC	mix_10	Fibroblasts	0.111571176298	0.178257394	0.066686217702	0.0044470516314
AbsCIBERSORT	EPIC-TIC	mix_10	Macrophages	0.122389308363	0.075139888	0.047249420363	0.00223250772464
AbsCIBERSORT	EPIC-TIC	mix_10	Mast Cell	0.0	0.068745004	0.068745004	0.00472587557496
AbsCIBERSORT	EPIC-TIC	mix_11	B Cells	0.0	0.103174603	0.103174603	0.0106449987042
AbsCIBERSORT	EPIC-TIC	mix_11	CD4 T Cells	0.212578343556	0.053571429	0.159006914556	0.0252831988766
AbsCIBERSORT	EPIC-TIC	mix_11	CD8 T Cells	0.565035748924	0.501984127	0.063051621924	0.00397550702725
AbsCIBERSORT	EPIC-TIC	mix_11	Endothelial	0.110322994371	0.185515873	0.075192878629	0.00565396899652
AbsCIBERSORT	EPIC-TIC	mix_11	Fibroblasts	0.00939869630537	0.010912698	0.00151400169463	2.29220113134e-06
AbsCIBERSORT	EPIC-TIC	mix_11	Macrophages	0.101977392961	0.070436508	0.031540884961	0.000994827424123
AbsCIBERSORT	EPIC-TIC	mix_11	Mast Cell	0.0	0.074404762	0.074404762	0.00553606860828
AbsCIBERSORT	EPIC-TIC	mix_12	B Cells	0.0	0.003448276	0.003448276	1.18906073722e-05
AbsCIBERSORT	EPIC-TIC	mix_12	CD4 T Cells	0.289953855812	0.27183908	0.018114775812	0.000328145102719
AbsCIBERSORT	EPIC-TIC	mix_12	CD8 T Cells	0.373540290615	0.294252874	0.079287416615	0.00628649443348
AbsCIBERSORT	EPIC-TIC	mix_12	Endothelial	0.0269356900405	0.034482759	0.0075470689595	5.69582498794e-05
AbsCIBERSORT	EPIC-TIC	mix_12	Fibroblasts	0.218716111039	0.336206897	0.117490785961	0.0138040847857
AbsCIBERSORT	EPIC-TIC	mix_12	Macrophages	0.0899163643617	0.024712644	0.0652037203617	0.00425152514901
AbsCIBERSORT	EPIC-TIC	mix_12	Mast Cell	0.0	0.035057471	0.035057471	0.00122902627292
AbsCIBERSORT	EPIC-TIC	mix_13	B Cells	0.0	0.008319468	0.008319468	6.9213547803e-05
AbsCIBERSORT	EPIC-TIC	mix_13	CD4 T Cells	0.394704221109	0.465890183	0.071185961891	0.00506744117035
AbsCIBERSORT	EPIC-TIC	mix_13	CD8 T Cells	0.330568940926	0.173044925	0.157524015926	0.0248138155935
AbsCIBERSORT	EPIC-TIC	mix_13	Endothelial	0.126715295396	0.199667221	0.072951925604	0.00532198344933
AbsCIBERSORT	EPIC-TIC	mix_13	Fibroblasts	0.0522453912486	0.116472546	0.0642271547514	0.00412512740746
AbsCIBERSORT	EPIC-TIC	mix_13	Macrophages	0.0948284631883	0.023294509	0.0715339541883	0.00511710660181
AbsCIBERSORT	EPIC-TIC	mix_13	Mast Cell	0.0	0.013311148	0.013311148	0.000177186661078
AbsCIBERSORT	EPIC-TIC	mix_14	B Cells	0.0	0.080793763	0.080793763	0.0065276321397
