naive_B_cell	memory_B_cell	CD14_positive_monocyte	CD16_positive_monocyte	CD56dim_natural_killer_cell	CD56bright_natural_killer_cell	neutrophil	CD4_positive_alpha_beta_T_cell	CD8_positive_alpha_beta_T_cell	macrophage_m0	macrophage_m1	macrophage_m2	MAST_cell	basophil	eosinophil	gamma_delta_T_cell	hematopoietic_progenitor	myeloid_dendritic_cell	plasma_cell	plasmacytoid_dendritic_cell
S10001	0.0833	0	0.1292	0	0.1097	0	0.3081	0.2636	0.0318	0.0089	0	0	0	0	0.0022	0	0	0	0.025	0.0382
S10006	0.0077	0	0.0782	0	0.2223	0	0.2941	0.2044	0.0875	0	0	0	0	0	0	0	0	0	0.0189	0.0869
S1001	0	0	0.1813	0	0.2557	0	0.2364	0.2119	0.0424	0	0	0	0	0	0.0092	0	0	0	0.0079	0.0552
S10010	0	0	0.1857	0	0.1556	0	0.4162	0.124	0.0584	0	0	0	0	0	0.0266	0	0	0	0.011	0.0225
S10011	0.036	0	0.173	0	0.0993	0	0.2572	0.237	0.1496	0	0	0	0	0	0	0	0	0	6e-04	0.0474
S10014	0.0076	0.0054	0.0922	0	0.246	0	0.2875	0.222	0.0076	0	0	0	0	0	0.0716	0	0	0	0.0101	0.05
S10026	0	0	0.1111	0	0.3187	0	0.2995	0.2371	0	0	0	0	0	0	0	0	0	0	0	0.0337
S10032	0	0.0365	0.3071	0	0.2193	0	0.2299	0.1698	0	0	0	0	0	0	0.0118	0	0	0	0	0.0257
S10036	0	0	0.0719	0	0.2508	0	0.2964	0.2335	0.026	0	0	0	0	0	0.0376	0	0	0	6e-04	0.0832
S10042	0	0	0.1468	0	0.2406	0	0.2774	0.2098	0.0546	0	0	0	0	0	0	0	0	0	0.0139	0.0568
S10044	0	0.0263	0.1107	0	0.2446	0	0.3115	0.2547	0.0231	0	0	0	0	0	0	0	0	0	0.0016	0.0276
S10049	0	0.0348	0.1378	0	0.2954	0	0.2057	0.2661	0	0	0	0	0	0	0.0309	0	0	0	0.0067	0.0225
S10057	0	0.0316	0.0858	0.0301	0.1354	0	0.1964	0.2049	0.1874	0	0	0	0	0	0	0	0	0	0	0.1285
S10062	0	0.0356	0.2158	0	0.2172	0	0.2275	0.2518	0.0181	0	0	0	0	0	0	0	0	0	0	0.034
S10066	0	0.0042	0.1978	0	0.1121	0	0.4014	0.1868	0.0629	0	0	0	0	0	0	0	0	0	0.0243	0.0106
S10067	0	0.0294	0.1029	0	0.3135	0	0.1703	0.2934	0.0452	0	0	0	0	0	0	0	0	0	0.0086	0.0367
S1007	0.0115	0.0271	0.1438	0.0123	0.1735	0	0.2305	0.191	0.109	0	0	0	0	0	0	0	0	0	0.0263	0.0749
S10073	0	0.0192	0.1315	0	0.1616	0	0.2293	0.3078	0.1269	0	0	0	0	0	0	0	0	0	0.0039	0.0198
S10077	0.0582	0	0.1862	0.0079	0.1547	0	0.2439	0.2353	0.0337	0	0	0	0	0	0.0011	0	0	0	0.0249	0.0541
S10080	0.0164	0	0.2279	0	0.0994	0	0.2594	0.154	0.1742	0	0	0	0	0.0083	0	0	0	0	0.0102	0.0502
S10082	0	0.0533	0.1265	0	0.1746	0	0.2342	0.3149	0.0541	0	0	0	0	0	0.0129	0	0	0	0.0131	0.0164
S10087	0.0106	0.0456	0.1644	0	0.2777	0	0.1854	0.2551	0	0	0	0	0	0	0.04	0	0	0	0	0.0213
S10089	0.0169	0.0055	0.1076	0	0.2128	0	0.2863	0.2095	0.0739	0	0	0	0	0	0	0	0	0	0.0111	0.0764
S1009	0.0448	0.0557	0.1365	0	0.0847	0	0.1563	0.2842	0.1884	0	0	0	0	0	0	0	0	0	0.0154	0.0341
S10090	0.0438	0	0.1052	0	0.1756	0	0.3021	0.2635	0.0258	0	0	0	0	0	0	0	0	0	0.027	0.0568
S10093	0	0	0.0939	0.0453	0.1131	0	0.3249	0.0795	0.1795	0.0134	0	0	0	0	0	0	0	0	0.0193	0.1312
S10094	0	0.0319	0.1966	0	0.2178	0	0.2927	0.2012	0	0	0	0	0	0	0.0149	0	0	0	0.0182	0.0267
S1010	0.0386	0.0013	0.2093	0	0.1402	0	0.1791	0.2656	0.1141	0	0	0	0	0	0	0	0	0	0	0.0518
