	B Cells	CD4 T Cells	NK Cells	Monocytes	CD8 T Cells	Other
Mix_1	0.317919851639	0.480115566239	0	0	1.66042694996e-08	0.0246171071618
Mix_2	0.383234556345	0.460246186251	0	0	1.68085506673e-08	1.9011621305e-07
Mix_3	0.277061739076	0.584273023728	0	0	0.000114764198483	5.04856847437e-09
Mix_4	0.286029002657	0.591470995626	0	0	7.83768072867e-07	1.25589888136e-06
Mix_5	0.419967555833	0.492162502837	0	0	4.0540743773e-08	2.39610082648e-05
Mix_6	0.38988551416	0.403694765159	0	0	2.34332017049e-09	0.0150226040734
Mix_7	0.320030701249	0.562989601169	0	0	8.56040073626e-08	2.36025365599e-08
Mix_8	0.397777600831	0.377989796538	0	0	1.93570847717e-07	2.20628226451e-08
Mix_9	0.360199441662	0.507145551617	0	0	2.493858464e-07	4.12866001878e-07
Mix_10	0.42878164011	0.420118440864	0	0	8.53326268745e-10	1.96961176329e-09
Mix_11	0.444690711743	0.370002459298	0	0	0.000645388956613	2.81038851346e-08
Mix_12	0.284085991242	0.530073991057	0	0	2.50836041138e-08	0.0134806115262
Mix_13	0.415782768818	0.466874546308	0	0	0.000123528794973	9.0090271076e-09
Mix_14	0.257942540241	0.635533988591	0	0	3.22297483297e-08	1.42350925923e-09
Mix_15	0.344266073939	0.504919643957	0	0	4.6824720793e-08	2.20380673695e-08
Mix_16	0.392324515092	0.481734800937	0	0	3.58786762867e-06	3.12704340337e-08
Mix_17	0.3384874875	0.534766832177	0	0	1.6521773456e-08	5.5324906656e-09
Mix_18	0.30676576942	0.503805971887	0	0	6.70801833048e-09	6.81757046497e-09
Mix_19	0.327927353397	0.495660374761	0	0	2.7829217116e-08	0.00537204471156
Mix_20	0.438495978886	0.307730885895	0	0	2.55607612046e-07	5.62915694044e-08
Mix_21	0.412490655007	0.409046280027	0	0	7.56291885012e-08	1.55895801135e-07
Mix_22	0.342490646629	0.463962535316	0	0	3.66516728317e-08	0.0050693470896
Mix_23	0.429345524473	0.437985599687	0	0	0.000105747370588	1.16115686123e-08
Mix_24	0.379476332198	0.481349232721	0	0	8.95740869992e-08	3.63423249365e-08
Mix_25	0.373261840343	0.546452086149	0	0	1.12371378006e-09	6.5031824034e-08
Mix_26	0.357405334618	0.545397643131	0	0	3.72529652464e-07	1.47328814842e-09
Mix_27	0.453118031066	0.398428818843	0	0	3.1991274543e-06	4.76072002733e-06
Mix_28	0.386328997849	0.457158334777	0	0	9.17579913577e-09	5.22392962224e-07
Mix_29	0.373690288527	0.508402870077	0	0	3.8084782978e-08	2.89567973298e-08
Mix_30	0.317424419569	0.583404298505	0	0	3.61129567649e-09	2.11217987985e-06
Mix_31	0.401908149282	0.47325657977	0	0	1.03373569198e-08	6.31182254733e-08
Mix_32	0.332424231673	0.515286247824	0	0	3.4519633055e-09	2.49507960528e-08
Mix_33	0.306766479087	0.517063376769	0	0	6.93569441558e-09	4.42662936028e-08
Mix_34	0.408724597302	0.401445506832	0	0	8.87994888799e-09	0.00528224399343
Mix_35	0.317796968229	0.554186655457	0	0	6.89637495422e-09	6.45055544537e-07
Mix_36	0.351698699191	0.508092412178	0	0	1.93188926445e-08	8.77916385232e-08
Mix_37	0.291859635835	0.570851433054	0	0	1.39395259895e-08	4.64305602033e-07
Mix_38	0.284065069742	0.541695493014	0	0	6.0807318932e-08	0.00606868042929
Mix_39	0.473123172927	0.342117325012	0	0	2.00266078241e-08	6.07063748606e-08
Mix_40	0.339500810867	0.541542554033	0	0	2.03297263201e-08	2.95822213546e-08
Mix_41	0.315163494811	0.536940433064	0	0	2.3868193692e-07	0.0199378994428
Mix_42	0.358293339974	0.51155737715	0	0	1.17428166297e-07	1.49724577059e-07
Mix_43	0.416027315281	0.432970240622	0	0	3.2821581774e-09	7.45653532785e-07
Mix_44	0.287692623749	0.530529152815	0	0	2.97963009197e-08	0.0226074360437
Mix_45	0.440469135524	0.379723575609	0	0	3.20746449516e-08	3.7592296652e-08
Mix_46	0.41576088732	0.44902742392	0	0	3.40044237827e-09	6.7490271298e-07
Mix_47	0.383317815905	0.44011168853	0	0	2.52180815383e-08	0.00333123047025
Mix_48	0.363746603039	0.476772685678	0	0	6.02096227632e-09	5.97967304534e-07
Mix_49	0.250713173737	0.63362813986	0	0	1.44188044223e-07	0.00716469819042
Mix_50	0.31056717267	0.517240712561	0	0	3.43292186858e-08	6.51141410633e-07
Mix_51	0.361626436562	0.486672360513	0	0	1.56514338977e-08	1.34259185396e-09
Mix_52	0.331466752678	0.518002487269	0	0	2.92757771503e-06	1.77767246485e-08
Mix_53	0.384137202811	0.439607561054	0	0	3.77366026897e-08	4.66536575814e-08
Mix_54	0.269060251544	0.534290139742	0	0	4.93342203477e-09	0.0530385593325
