Tool	Reference	SampleName	CellType	Prediction	Answer	Error	SqError
AbsCIBERSORT	EPIC-TIC.tsv	mix_1	B Cells	0.0	0.004844961	0.004844961	2.34736470915e-05
AbsCIBERSORT	EPIC-TIC.tsv	mix_1	CD4 T Cells	0.167672703696	0.001937984	0.165734719696	0.0274679973126
AbsCIBERSORT	EPIC-TIC.tsv	mix_1	CD8 T Cells	0.533589029839	0.540697674	0.00710864416123	5.05328218109e-05
AbsCIBERSORT	EPIC-TIC.tsv	mix_1	Endothelial	0.119315285968	0.179263566	0.0599482800319	0.00359379627878
AbsCIBERSORT	EPIC-TIC.tsv	mix_1	Fibroblasts	0.0762207482166	0.15503876	0.0788180117834	0.00621227898149
AbsCIBERSORT	EPIC-TIC.tsv	mix_1	Macrophages	0.103202232281	0.066860465	0.036341767281	0.00132072404911
AbsCIBERSORT	EPIC-TIC.tsv	mix_1	Mast Cell	0.0	0.051356589	0.051356589	0.00263749923371
AbsCIBERSORT	EPIC-TIC.tsv	mix_2	B Cells	0.0	0.112068966	0.112068966	0.0125594531403
AbsCIBERSORT	EPIC-TIC.tsv	mix_2	CD4 T Cells	0.194723244317	0.020114943	0.174608301317	0.0304880588887
AbsCIBERSORT	EPIC-TIC.tsv	mix_2	CD8 T Cells	0.407271671625	0.360632184	0.0466394876255	0.00217524180597
AbsCIBERSORT	EPIC-TIC.tsv	mix_2	Endothelial	0.244285341932	0.271551724	0.0272663820682	0.000743455591087
AbsCIBERSORT	EPIC-TIC.tsv	mix_2	Fibroblasts	0.0926484498917	0.132183908	0.0395354581083	0.00156305244783
AbsCIBERSORT	EPIC-TIC.tsv	mix_2	Macrophages	0.0610712922344	0.002873563	0.0581977292344	0.00338697568804
AbsCIBERSORT	EPIC-TIC.tsv	mix_2	Mast Cell	0.0	0.100574713	0.100574713	0.010115272895
AbsCIBERSORT	EPIC-TIC.tsv	mix_3	B Cells	0.0	0.049638056	0.049638056	0.00246393660346
AbsCIBERSORT	EPIC-TIC.tsv	mix_3	CD4 T Cells	0.196517232261	0.114788004	0.0817292282605	0.00667966675206
AbsCIBERSORT	EPIC-TIC.tsv	mix_3	CD8 T Cells	0.222626337462	0.140641158	0.0819851794616	0.00672156965134
AbsCIBERSORT	EPIC-TIC.tsv	mix_3	Endothelial	0.172692676148	0.152016546	0.0206761301484	0.000427502357913
AbsCIBERSORT	EPIC-TIC.tsv	mix_3	Fibroblasts	0.303483020961	0.396070321	0.0925873000391	0.00857240812853
AbsCIBERSORT	EPIC-TIC.tsv	mix_3	Macrophages	0.104680733169	0.07549121	0.0291895231686	0.000852028262812
AbsCIBERSORT	EPIC-TIC.tsv	mix_3	Mast Cell	0.0	0.071354705	0.071354705	0.00509149392564
AbsCIBERSORT	EPIC-TIC.tsv	mix_4	B Cells	0.0	0.071108264	0.071108264	0.00505638520909
AbsCIBERSORT	EPIC-TIC.tsv	mix_4	CD4 T Cells	0.314449076004	0.319026265	0.00457718899647	2.09506591094e-05
AbsCIBERSORT	EPIC-TIC.tsv	mix_4	CD8 T Cells	0.463536992345	0.30941704	0.154119952345	0.0237529597109
AbsCIBERSORT	EPIC-TIC.tsv	mix_4	Endothelial	0.00599425699265	0.024983985	0.0189897280074	0.000360609769793
AbsCIBERSORT	EPIC-TIC.tsv	mix_4	Fibroblasts	0.133646524461	0.228058937	0.0944124125392	0.00891370364147
AbsCIBERSORT	EPIC-TIC.tsv	mix_4	Macrophages	0.0823731501978	0.003203075	0.0791700751978	0.00626790080682
AbsCIBERSORT	EPIC-TIC.tsv	mix_4	Mast Cell	0.0	0.044202434	0.044202434	0.00195385517152
AbsCIBERSORT	EPIC-TIC.tsv	mix_5	B Cells	0.0	0.078316774	0.078316774	0.00613351708977
AbsCIBERSORT	EPIC-TIC.tsv	mix_5	CD4 T Cells	0.234274513348	0.150204559	0.0840699543477	0.00706775722402
AbsCIBERSORT	EPIC-TIC.tsv	mix_5	CD8 T Cells	0.407940665453	0.330216248	0.0777244174534	0.00604108506846
AbsCIBERSORT	EPIC-TIC.tsv	mix_5	Endothelial	0.0157366728984	0.015780245	4.35721015939e-05	1.89852803731e-09
AbsCIBERSORT	EPIC-TIC.tsv	mix_5	Fibroblasts	0.256153454926	0.351256575	0.0951031200745	0.0090446034479
AbsCIBERSORT	EPIC-TIC.tsv	mix_5	Macrophages	0.085894693375	0.022793688	0.063101005375	0.00398173687934
